Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Rondo of Swords (US sales),DS,2007.0,Role-Playing,0.16,,,,,
Polaris SnoCross,PS,2000.0,Racing,0.16,57.0,6.0,7.13,,E
Wing Commander III: Heart of the Tiger,PS,1996.0,Action,0.16,,,,,
Imagine: Music Fest,DS,2009.0,Simulation,0.16,,,7.13,,E
Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,0.16,82.0,5.0,7.13,,E
Fist of the North Star: Ken's Rage,X360,2010.0,Action,0.16,59.0,38.0,7.3,23.0,M
Chaotic: Shadow Warriors,X360,2009.0,Action,0.16,60.0,4.0,5.0,4.0,E10+
Muppet RaceMania,PS,1999.0,Racing,0.15,,,,,
Namco Museum Vol.5,PS,1996.0,Misc,0.15,,,,,
Courier Crisis,PS,1997.0,Racing,0.15,,,,,
Digimon Battle Spirit 2,GBA,2003.0,Fighting,0.15,63.0,5.0,7.13,,E
Winning Post 3,PS,1998.0,Racing,0.15,,,,,
Just Sing!,DS,2009.0,Misc,0.15,,,,,
Driven,PS2,2001.0,Racing,0.15,38.0,10.0,3.4,5.0,T
James Noir's Hollywood Crimes,3DS,2011.0,Adventure,0.15,60.0,22.0,6.6,5.0,T
"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,0.15,64.0,23.0,8.3,63.0,M
All-Pro Football 2K8,PS3,2007.0,Sports,0.15,73.0,23.0,7.3,21.0,E10+
Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,0.15,80.0,8.0,8.0,13.0,E10+
MTV Music Generator 2,PS2,2001.0,Misc,0.15,77.0,16.0,8.5,11.0,T
Mugen Souls,PS3,2012.0,Role-Playing,0.15,55.0,24.0,7.3,35.0,T
Ultimate Spider-Man,DS,2005.0,Action,0.15,78.0,17.0,7.7,10.0,E10+
Major League Baseball 2K13,PS3,2013.0,Sports,0.15,,,,,
Saw II: Flesh & Blood,X360,2010.0,Action,0.15,,,,,
Burnout 2: Point of Impact,GC,2003.0,Racing,0.15,89.0,24.0,8.5,18.0,E
Paris-Dakar Rally,PS2,2001.0,Racing,0.15,36.0,6.0,3.9,15.0,E
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action,0.15,,,7.13,,E10+
MotionSports: Adrenaline,PS3,2011.0,Sports,0.15,,,7.13,,E
Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,0.15,74.0,38.0,7.7,38.0,T
Blinx 2: Masters of Time & Space,XB,2004.0,Platform,0.15,,,,,
F.E.A.R. 3,PC,2011.0,Shooter,0.15,74.0,34.0,5.9,420.0,M
Chessmaster: The Art of Learning,DS,2007.0,Misc,0.15,,,6.7,10.0,E
My Baby 3 & Friends,DS,2010.0,Simulation,0.15,,,,,
Tak: The Great Juju Challenge,GC,2005.0,Platform,0.15,75.0,17.0,9.3,4.0,E
Fantasia: Music Evolved,XOne,2014.0,Misc,0.15,77.0,48.0,7.5,67.0,E10+
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007.0,Role-Playing,0.15,,,,,
Knockout Kings 2003,GC,2002.0,Sports,0.15,78.0,13.0,6.5,4.0,T
Bomberman,PSP,2006.0,Puzzle,0.15,73.0,30.0,7.0,7.0,E
NCAA Football 2004,GC,2003.0,Sports,0.15,89.0,16.0,7.5,6.0,E
XGIII: Extreme G Racing,GC,2001.0,Racing,0.15,83.0,21.0,7.8,14.0,E
Digimon World 4,PS2,2005.0,Role-Playing,0.15,48.0,7.0,6.9,37.0,E
Stormrise,X360,2009.0,Strategy,0.15,48.0,36.0,6.8,17.0,M
Scripps Spelling Bee,DS,2010.0,Simulation,0.15,,,7.13,,E
Major League Baseball 2K11,Wii,2011.0,Sports,0.15,,,7.13,,E
"Go, Diego, Go! Safari Rescue",DS,2007.0,Adventure,0.15,,,,,
Disney's Story Studio: Disney's Mulan,PS,1999.0,Misc,0.15,,,,,
Pressure Cooker,2600,1982.0,Action,0.15,,,,,
Home Run,2600,,Sports,0.15,,,,,
Klax,2600,1989.0,Puzzle,0.15,,,,,
Saturn Bomberman,SAT,1996.0,Puzzle,0.15,,,,,
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,0.15,77.0,38.0,8.5,48.0,M
Wolfenstein: The Old Blood,XOne,2015.0,Action,0.15,75.0,23.0,8.0,101.0,
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006.0,Sports,0.15,,,,,
Dragon's Lair Trilogy,Wii,2010.0,Adventure,0.15,,,,,
Naruto: Powerful Shippuden,3DS,2012.0,Platform,0.15,71.0,13.0,5.4,19.0,E10+
American Chopper,XB,2004.0,Racing,0.15,44.0,6.0,5.9,9.0,T
The Adventures of Tintin: The Game,3DS,2011.0,Action,0.15,56.0,8.0,5.7,12.0,E10+
Dynasty Warriors 8,X360,2013.0,Action,0.15,65.0,21.0,7.5,35.0,T
Bust-A-Move Bash!,Wii,2007.0,Puzzle,0.15,,,,,
Kingdom Under Fire: Heroes,XB,2005.0,Strategy,0.15,78.0,55.0,7.5,23.0,M
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005.0,Misc,0.15,,,,,
The Terminator: Dawn of Fate,XB,2002.0,Action,0.15,53.0,19.0,5.2,5.0,T
Infected,PSP,2005.0,Shooter,0.15,74.0,49.0,8.3,30.0,M
Doctor Who: Evacuation Earth,DS,2010.0,Adventure,0.15,,,,,
Birds of Steel,X360,2012.0,Simulation,0.15,77.0,18.0,8.9,18.0,T
Cars: Race-O-Rama,X360,2009.0,Racing,0.15,54.0,8.0,5.8,5.0,E
Scooby-Doo! Unmasked,GC,2005.0,Platform,0.15,,,,,
Theatrhythm Dragon Quest,3DS,2015.0,Misc,0.15,,,,,
Streak: Hoverboard Racing,PS,1998.0,Racing,0.15,,,,,
NBA Street Homecourt,PS3,2007.0,Sports,0.15,81.0,31.0,6.5,16.0,E
Darksiders II,PC,2012.0,Action,0.15,81.0,23.0,7.8,653.0,M
Enthusia Professional Racing,PS2,2005.0,Racing,0.15,70.0,43.0,7.6,17.0,E
DiRT 3,PC,2011.0,Racing,0.15,86.0,23.0,6.9,433.0,T
NCAA GameBreaker 2001,PS2,2000.0,Sports,0.15,57.0,9.0,7.13,,E
Disgaea 4: A Promise Unforgotten,PSV,2014.0,Role-Playing,0.15,,,,,
Get On Da Mic,PS2,2004.0,Misc,0.15,49.0,29.0,6.3,7.0,T
Darksiders II,WiiU,2012.0,Action,0.15,85.0,36.0,8.2,153.0,M
Gunslingers,Wii,2010.0,Shooter,0.15,,,7.13,,T
Army Men: Sarge's War,GC,2004.0,Shooter,0.15,56.0,11.0,6.7,7.0,T
Amagami,PSP,2011.0,Adventure,0.15,,,,,
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,0.15,,,,,
Block Party,Wii,2008.0,Misc,0.15,,,2.8,4.0,E10+
Little League World Series Baseball 2009,Wii,2009.0,Sports,0.15,,,7.13,,E
Kidou Senkan Nadesico,SAT,1997.0,Strategy,0.15,,,,,
Blitz: The League II,PS3,2008.0,Sports,0.15,62.0,25.0,7.5,15.0,
Arcade Zone,Wii,2009.0,Misc,0.15,,,7.13,,E
Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,0.15,64.0,45.0,8.6,24.0,T
Bigfoot: Collision Course,DS,2009.0,Racing,0.15,26.0,4.0,7.13,,E
Frogger's Adventures: The Rescue,GC,2003.0,Platform,0.15,61.0,4.0,7.13,,E
NHL 2K10,PS3,2009.0,Sports,0.15,66.0,23.0,7.1,8.0,E10+
Family Party: Fitness Fun,Wii,2010.0,Sports,0.15,,,7.13,,E10+
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009.0,Action,0.15,,,7.13,,E10+
Michael Jackson: The Experience,PSP,2010.0,Misc,0.15,,,6.2,6.0,E10+
MLB Power Pros 2008,PS2,2008.0,Sports,0.15,67.0,9.0,8.5,8.0,E
Sonny with a Chance,DS,2010.0,Action,0.15,,,7.13,,E
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005.0,Adventure,0.15,,,,,
WordJong,DS,2007.0,Puzzle,0.15,77.0,9.0,7.7,9.0,E
Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,0.15,65.0,18.0,8.7,41.0,T
Puzzle Quest: Galactrix,DS,2009.0,Puzzle,0.15,75.0,33.0,6.7,6.0,E10+
The Amazing Spider-Man (Console Version),Wii,2012.0,Action,0.15,,,,,
de Blob 2,X360,2011.0,Platform,0.15,77.0,54.0,7.5,23.0,E10+
Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,0.15,30.0,5.0,6.9,9.0,E
Gundam Breaker 2,PSV,2014.0,Action,0.15,,,,,
Major League Baseball 2K10,DS,2010.0,Sports,0.15,,,7.13,,E
Samurai Warriors: Katana,Wii,2007.0,Action,0.15,53.0,30.0,6.8,6.0,T
NBA 09: The Inside,PS3,2008.0,Sports,0.15,63.0,17.0,5.1,7.0,E
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012.0,Action,0.15,,,,,
Kingdom of Paradise,PSP,2005.0,Role-Playing,0.15,72.0,38.0,7.5,19.0,T
All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,0.15,,,,,
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,0.15,60.0,15.0,6.2,10.0,T
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,0.15,55.0,10.0,6.3,6.0,E10+
Rudra no Hihou,SNES,1996.0,Role-Playing,0.15,,,,,
Bleach: Dark Souls,DS,2007.0,Fighting,0.15,82.0,28.0,7.9,14.0,T
Hot Wheels: Battle Force 5,DS,2009.0,Racing,0.15,,,7.13,,E10+
Prince of Persia: The Sands of Time,GBA,2003.0,Action,0.15,75.0,25.0,8.8,5.0,T
Zoids: Battle Legends,GC,2003.0,Action,0.15,,,8.1,14.0,T
Ice Age 2: The Meltdown,DS,2006.0,Platform,0.15,,,7.13,,E
Prince of Persia: The Forgotten Sands,DS,2010.0,Action,0.15,57.0,7.0,6.3,6.0,E10+
World Series Baseball 2K3,XB,2003.0,Sports,0.15,89.0,22.0,8.6,14.0,E
Tokyo Xanadu,PSV,2015.0,Role-Playing,0.15,,,,,
Serious Sam,XB,2002.0,Shooter,0.15,75.0,22.0,8.2,16.0,M
Bomberman,DS,2005.0,Puzzle,0.15,75.0,30.0,7.0,12.0,E
Kowloon's Gate,PS,1997.0,Adventure,0.15,,,,,
Killer7,GC,2005.0,Action,0.15,74.0,57.0,8.5,64.0,M
Super Monkey Ball Adventure,GC,2006.0,Platform,0.15,51.0,24.0,7.2,9.0,E
FIFA Soccer 2002,PS,2001.0,Sports,0.15,81.0,8.0,6.4,5.0,E
Street Fighter Anniversary Collection,XB,2004.0,Fighting,0.15,79.0,33.0,6.4,9.0,T
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015.0,Action,0.15,,,,,
Suzumiya Haruhi no Yakusoku,PSP,2007.0,Adventure,0.15,,,,,
Shadow Ops: Red Mercury,XB,2004.0,Shooter,0.15,61.0,45.0,6.1,14.0,T
Indigo Prophecy,PS2,2005.0,Adventure,0.15,83.0,47.0,7.8,104.0,M
FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,0.15,62.0,39.0,6.0,34.0,E
World League Soccer,SNES,1991.0,Sports,0.15,,,,,
NBA ShootOut 2001,PS2,2001.0,Sports,0.15,54.0,12.0,7.13,,E
Final Fantasy XI: Vana'diel Collection 2008,X360,2007.0,Role-Playing,0.15,,,7.13,,T
Farm Frenzy: Animal Country,DS,2009.0,Simulation,0.15,,,7.13,,E
We Sing UK Hits,Wii,2011.0,Misc,0.15,,,7.13,,T
Samurai Shodown Anthology,PS2,2008.0,Fighting,0.15,,,7.13,,T
Musashi: Samurai Legend,PS2,2005.0,Role-Playing,0.15,64.0,47.0,8.9,9.0,T
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,0.15,,,7.13,,E
LEGO The Hobbit,PSV,2014.0,Action,0.15,,,2.5,13.0,E10+
The Oregon Trail,Wii,2011.0,Simulation,0.15,,,,,
Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,0.15,78.0,26.0,8.0,84.0,T
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,0.15,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013.0,Action,0.15,,,,,
F1 2001,PS2,2001.0,Racing,0.15,83.0,13.0,8.3,9.0,E
Darksiders,PC,2010.0,Action,0.15,83.0,18.0,7.8,603.0,M
J-League Victory Goal,SAT,1995.0,Sports,0.15,,,,,
Top Gun: Combat Zones,GC,2002.0,Simulation,0.15,59.0,10.0,7.1,7.0,E
Countdown: The Game,DS,2009.0,Puzzle,0.15,,,,,
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005.0,Action,0.15,,,,,
Pro Baseball Spirits 2015,PS3,2015.0,Action,0.15,,,,,
NHL 09,PS2,2008.0,Sports,0.15,,,7.6,7.0,E10+
History Civil War: Secret Missions,PS2,2008.0,Shooter,0.15,,,,,
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,0.15,47.0,26.0,6.2,10.0,T
Dark Rift,N64,1997.0,Fighting,0.15,,,,,
Derby Stallion 64,N64,2001.0,Sports,0.15,,,,,
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,0.15,,,,,
Space Station Silicon Valley,N64,1997.0,Adventure,0.15,,,,,
All-Star Baseball 2003,GC,2002.0,Sports,0.15,83.0,16.0,8.0,6.0,E
Burger Island,Wii,2009.0,Action,0.15,,,7.13,,E
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,0.15,,,,,
T'ai Fu: Wrath of the Tiger,PS,1998.0,Action,0.15,,,,,
Rocky,XB,2002.0,Fighting,0.15,74.0,22.0,7.3,6.0,T
Ford Racing 2,XB,2003.0,Racing,0.15,62.0,11.0,7.13,,E
Kids Learn Math: A+ Edition,DS,2011.0,Misc,0.15,,,,,
Rock Band: Metal Track Pack,X360,2009.0,Misc,0.15,,,7.13,,T
Megamind: Ultimate Showdown,PS3,2010.0,Action,0.15,43.0,5.0,4.2,6.0,E10+
Space Invaders Extreme,DS,2008.0,Shooter,0.15,85.0,41.0,7.6,16.0,E
Tetris Attack,SNES,1995.0,Puzzle,0.15,,,,,
Thor: God of Thunder,Wii,2011.0,Action,0.15,56.0,14.0,8.0,9.0,T
Petz: Dogz Talent Show,DS,2009.0,Simulation,0.15,,,7.13,,E
BloodRayne 2,XB,2004.0,Shooter,0.15,71.0,35.0,8.5,4.0,M
Jaws Unleashed,XB,2006.0,Action,0.15,51.0,29.0,6.2,9.0,M
Pro Yaky? Spirits 6,PS3,2009.0,Sports,0.15,,,,,
Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,0.15,52.0,12.0,6.4,5.0,T
X-Men: The Official Game,GC,2006.0,Action,0.15,50.0,31.0,6.3,8.0,T
The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,0.15,,,,,
Warriors Orochi 3,PS4,2014.0,Action,0.15,,,,,
Brain Boost: Gamma Wave,DS,2005.0,Puzzle,0.15,40.0,12.0,7.13,,E
Chessmaster II,PS,1998.0,Strategy,0.15,,,,,
All-Star Baseball 2003,GBA,2002.0,Sports,0.15,77.0,6.0,7.13,,E
Major League Baseball 2K12,Wii,2012.0,Sports,0.15,,,7.13,,E
Scooby-Doo! Mystery Mayhem,XB,2004.0,Action,0.15,,,,,
Winning Post 4,PS,1999.0,Sports,0.15,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,0.15,,,,,
187: Ride or Die,PS2,2005.0,Racing,0.15,52.0,33.0,6.8,12.0,M
Dishonored,XOne,2015.0,Action,0.15,,,,,
Curious George,GC,2006.0,Action,0.15,,,,,
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,0.15,,,,,
Battleborn,XOne,2016.0,Shooter,0.15,71.0,20.0,7.2,171.0,T
eJay Clubworld,PS2,,Misc,0.15,69.0,5.0,8.6,10.0,E
Geist,GC,2005.0,Adventure,0.15,66.0,43.0,8.5,23.0,M
The King of Fighters XIV,PS4,2016.0,Fighting,0.15,79.0,54.0,8.7,208.0,T
Cardinal Syn,PS,1998.0,Fighting,0.15,,,,,
Sword Art Online: Hollow Realization,PSV,2016.0,Role-Playing,0.15,60.0,5.0,7.0,8.0,T
The Incredibles: Rise of the Underminer,DS,2005.0,Action,0.15,54.0,6.0,7.13,,E10+
Deadly Premonition,PS3,2010.0,Action,0.15,,,,,
Street Fighter Alpha 3,GBA,2002.0,Fighting,0.15,83.0,17.0,7.8,10.0,T
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,0.15,,,,,
Super Street Fighter II,GEN,1993.0,Fighting,0.15,,,,,
Deponia,PC,2012.0,Adventure,0.15,74.0,33.0,8.2,307.0,
Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,0.15,,,8.0,60.0,T
Battle Stadium D.O.N,PS2,2006.0,Fighting,0.15,,,,,
Ridge Racer DS,DS,2004.0,Racing,0.15,63.0,35.0,6.7,7.0,E
High Velocity Bowling,PS3,2010.0,Sports,0.15,66.0,14.0,8.1,23.0,E10+
LEGO Harry Potter Collection,PS4,2016.0,Action,0.15,73.0,16.0,8.1,7.0,E10+
The Quest Trio,DS,2008.0,Puzzle,0.15,,,7.13,,E
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000.0,Sports,0.15,,,,,
Brain Boost: Beta Wave,DS,2005.0,Puzzle,0.15,39.0,12.0,2.5,4.0,E
Power Pro Kun Pocket 9,DS,2006.0,Sports,0.15,,,,,
Shenmue II,DC,2001.0,Adventure,0.15,88.0,9.0,9.4,201.0,T
Armored Core: For Answer,X360,2008.0,Simulation,0.15,64.0,22.0,7.7,38.0,T
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,0.15,,,,,
Major League Baseball 2K8,PS2,2008.0,Sports,0.15,,,6.5,4.0,E
Capcom Classics Collection,XB,2005.0,Misc,0.15,81.0,23.0,7.13,,T
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,0.15,35.0,15.0,5.0,23.0,M
The Incredible Hulk: Ultimate Destruction,GC,2005.0,Action,0.15,84.0,30.0,9.1,14.0,T
Candace Kane's Candy Factory,Wii,2008.0,Action,0.15,,,7.13,,E
Prince of Persia: The Two Thrones,GC,2005.0,Action,0.15,84.0,34.0,8.1,22.0,M
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,0.15,70.0,10.0,7.2,12.0,T
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011.0,Adventure,0.15,,,,,
Pac-Man World 3,XB,2005.0,Platform,0.15,65.0,16.0,7.13,,E
SNK Arcade Classics Vol. 1,PSP,2008.0,Misc,0.15,68.0,13.0,7.13,,T
Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,0.15,,,,,
All-Star Baseball 2005,XB,,Sports,0.15,75.0,31.0,8.8,12.0,E
The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,0.15,90.0,4.0,7.8,71.0,T
Sam & Max: Season One,Wii,2008.0,Adventure,0.15,,,,,
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,0.15,,,7.13,,E
Batman Begins,GC,2005.0,Action,0.15,66.0,38.0,7.2,10.0,T
Yakuza: Ishin,PS4,2014.0,Action,0.15,,,,,
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,0.15,67.0,9.0,7.13,,E
Toy Story Racer,PS,2001.0,Racing,0.15,76.0,8.0,8.7,9.0,E
Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,0.15,65.0,4.0,7.0,10.0,E
Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,0.15,,,,,
Galerians,PS,1999.0,Adventure,0.15,,,,,
Ys: The Oath in Felghana,PSP,2010.0,Role-Playing,0.15,80.0,25.0,8.3,57.0,T
Crash: Twinsanity,XB,2004.0,Platform,0.15,66.0,30.0,8.7,29.0,E
We Dance,Wii,2011.0,Misc,0.15,,,7.13,,
Space Camp,DS,2009.0,Action,0.15,,,7.13,,E
DrumMania,PS2,2000.0,Simulation,0.15,,,,,
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013.0,Action,0.15,,,,,
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005.0,Action,0.15,,,,,
SpongeBob's Truth or Square,DS,2009.0,Action,0.15,,,7.13,,E
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,0.15,,,,,
Arena Football,XB,2006.0,Sports,0.15,65.0,17.0,8.5,10.0,E10+
Power Pro Kun Pocket 1+2,GBA,2004.0,Sports,0.15,,,,,
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,0.15,80.0,19.0,7.2,12.0,T
Skylanders: SuperChargers,Wii,2015.0,Action,0.15,,,,,
Blazing Dragons,PS,1996.0,Adventure,0.15,,,,,
Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,0.15,74.0,6.0,8.0,11.0,E10+
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,0.15,,,7.13,,E
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008.0,Role-Playing,0.15,68.0,18.0,6.0,4.0,E
Baseball Blast!,Wii,2009.0,Sports,0.15,,,,,
Super Monkey Ball Deluxe,XB,2005.0,Misc,0.15,81.0,25.0,8.2,9.0,E
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999.0,Role-Playing,0.15,,,,,
Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,0.15,,,,,
Jurassic: The Hunted,Wii,2009.0,Shooter,0.15,,,7.13,,T
The Cursed Crusade,X360,2011.0,Action,0.15,39.0,27.0,4.4,29.0,M
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,0.15,,,7.13,,E
SpongeBob's Boating Bash,DS,2010.0,Misc,0.15,,,7.13,,E
Tamagotchi Collection,DS,2011.0,Misc,0.15,,,,,
Earth Defense Force 2025,X360,2013.0,Shooter,0.15,68.0,25.0,8.1,63.0,M
NHL 2K10,X360,2009.0,Sports,0.15,69.0,31.0,7.9,15.0,E10+
White Knight Chronicles: Origins,PSP,2011.0,Role-Playing,0.15,,,,,
Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,0.15,,,7.13,,T
Turbo Prop Racing,PS,1997.0,Racing,0.15,,,,,
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,0.15,,,,,
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,0.15,59.0,15.0,5.4,17.0,M
Pac-Man Party 3D,3DS,2011.0,Misc,0.15,43.0,11.0,5.4,11.0,E
Dance Dance Revolution (North America),PS,2001.0,Simulation,0.15,,,,,
Darkstalkers Chronicle: The Chaos Tower,PSP,2004.0,Fighting,0.15,74.0,27.0,7.9,25.0,T
WWE '13,Wii,2012.0,Action,0.15,74.0,4.0,6.0,9.0,T
Mad Dash Racing,XB,2001.0,Racing,0.15,65.0,21.0,7.7,6.0,T
Bakugan Battle Brawlers: Defenders of the Core,X360,2010.0,Action,0.15,62.0,10.0,7.13,,E10+
Rayman Origins,3DS,2012.0,Platform,0.15,71.0,8.0,6.3,65.0,E10+
Summon Night 5,PSP,2013.0,Role-Playing,0.15,74.0,7.0,8.3,6.0,T
MotoGP 2: Ultimate Racing Technology,PS2,2001.0,Racing,0.15,,,,,
Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,0.15,66.0,19.0,7.2,39.0,T
BMX XXX,PS2,2002.0,Sports,0.15,54.0,14.0,4.6,17.0,M
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,0.15,,,,,
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005.0,Misc,0.15,,,,,
Boktai: The Sun is in Your Hand,GBA,2003.0,Role-Playing,0.15,83.0,31.0,9.6,16.0,E
Making History: The Great War,Wii,2010.0,Strategy,0.15,,,,,
Guilty Gear X2 #Reload,XB,2004.0,Fighting,0.15,86.0,34.0,7.6,12.0,T
Wizardry VII: Gadeia no Houshu,PS,1995.0,Role-Playing,0.15,,,,,
ReCore,XOne,2016.0,Action,0.15,63.0,75.0,6.6,445.0,T
Soldier of Fortune: Payback,PS3,2007.0,Shooter,0.15,50.0,14.0,5.4,13.0,M
F1 2012,PC,2012.0,Racing,0.15,80.0,15.0,6.9,115.0,E
Elf: The Movie,GBA,2004.0,Action,0.15,,,7.13,,E
MLB SlugFest 20-03,GC,2002.0,Sports,0.15,80.0,10.0,7.5,4.0,E
Tiger Woods PGA Tour,DS,2004.0,Sports,0.14,64.0,21.0,7.4,7.0,E
Tamagotchi no Appare! Niji Venture,DS,2007.0,Role-Playing,0.14,,,,,
Ultimate Board Game Collection,Wii,2007.0,Misc,0.14,,,7.13,,E
Grabbed by the Ghoulies,XB,2003.0,Action,0.14,66.0,42.0,7.3,28.0,E
Cars: Mater-National Championship,X360,2007.0,Racing,0.14,58.0,9.0,7.8,6.0,E
Shadow Hearts: From The New World,PS2,2005.0,Role-Playing,0.14,76.0,42.0,8.2,33.0,T
Rayman Raving Rabbids,DS,2007.0,Misc,0.14,56.0,13.0,6.1,8.0,E
Terraria,PC,2011.0,Action,0.14,83.0,29.0,8.5,1613.0,T
Derby Stallion Gold,3DS,2014.0,Sports,0.14,,,,,
CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,0.14,,,7.13,,M
Barbarian,PS2,2002.0,Fighting,0.14,63.0,22.0,7.13,,T
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002.0,Sports,0.14,,,,,
L.A. Rush,XB,2005.0,Racing,0.14,59.0,36.0,3.0,4.0,T
Rubik's World,Wii,2008.0,Puzzle,0.14,64.0,9.0,7.13,,E
Record of Agarest War 2,PS3,2010.0,Role-Playing,0.14,56.0,6.0,7.2,36.0,T
QuickSpot,DS,2006.0,Misc,0.14,68.0,18.0,7.13,,E10+
"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994.0,Role-Playing,0.14,,,,,
Pipe Dreams 3D,PS,2001.0,Puzzle,0.14,,,7.13,,E
Skylanders Giants,3DS,2012.0,Action,0.14,59.0,9.0,5.0,13.0,E10+
Spider-Man: Friend or Foe,Wii,2007.0,Action,0.14,59.0,29.0,8.0,6.0,E10+
Fox Sports Golf '99,PS,1997.0,Sports,0.14,,,,,
Power Rangers: Super Legends,PS2,2007.0,Action,0.14,,,3.0,5.0,E10+
Jurassic: The Hunted,PS2,2009.0,Shooter,0.14,,,7.13,,T
Sakura Wars GB,GB,2000.0,Adventure,0.14,,,,,
Shining Force CD,SCD,1994.0,Strategy,0.14,,,,,
Fatal Frame,PS2,2001.0,Action,0.14,74.0,22.0,8.9,72.0,T
Rayman 3,GBA,2003.0,Platform,0.14,83.0,21.0,7.8,8.0,E
The Fifth Element,PS,1998.0,Action,0.14,,,,,
BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,0.14,80.0,10.0,7.7,31.0,T
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009.0,Adventure,0.14,,,,,
Wild ARMs 4,PS2,2005.0,Role-Playing,0.14,69.0,38.0,7.3,17.0,T
Ratatouille,GC,2007.0,Action,0.14,60.0,7.0,5.6,7.0,E
G.I. Joe: The Rise of Cobra,PS2,2009.0,Action,0.14,50.0,4.0,2.3,6.0,T
Casper: Spirit Dimensions,PS2,2001.0,Platform,0.14,58.0,7.0,3.5,6.0,E
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008.0,Role-Playing,0.14,,,,,
